Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1787423461,22,,Aggregated,17.300000,0.000000,4,5,7,10,160,210,230,240,260,260,260,407,0,4,29.504353071191677,2.440199998090975,263.77230000070995,107.3931203931204
1787423462,18,,Aggregated,17.100000,0.000000,4,5,7,10,160,210,230,240,260,260,260,423,0,4,29.575305910116796,2.440199998090975,263.77230000070995,107.46335697399527
1787423463,18,,Aggregated,17.600000,0.000000,4,5,7,10,160,210,230,240,260,260,260,436,0,4,29.300874311907094,2.440199998090975,263.77230000070995,107.41743119266054
1787423464,18,,Aggregated,17.400000,0.000000,4,5,7,10,160,210,230,240,260,260,260,448,0,4,29.727139062499322,2.440199998090975,263.77230000070995,107.43080357142857
1787423465,18,,Aggregated,17.500000,0.000000,4,5,7,9,160,210,230,240,260,260,260,463,0,4,29.34024082074348,2.440199998090975,263.77230000070995,107.38012958963283
1787423466,18,,Aggregated,16.400000,0.000000,4,5,7,10,140,210,230,240,260,260,260,479,0,4,28.678268893541173,2.440199998090975,263.77230000070995,107.15657620041753
1787423467,18,,Aggregated,16.300000,0.000000,4,5,7,10,140,210,230,240,260,260,260,490,0,4,28.31306816326699,2.440199998090975,263.77230000070995,106.99795918367347
1787423468,18,,Aggregated,15.900000,0.000000,4,5,7,10,140,210,230,240,260,260,260,509,0,4,27.860211001991335,2.440199998090975,263.77230000070995,106.91159135559921
1787423469,18,,Aggregated,15.500000,0.000000,4,5,7,10,100,210,230,240,260,260,260,523,0,4,27.221396175930124,2.440199998090975,263.77230000070995,106.78011472275334
1787423470,18,,Aggregated,15.300000,0.000000,4,5,7,10,140,210,230,240,260,260,260,534,0,4,28.315930898908558,2.440199998090975,263.77230000070995,107.1367041198502
1787423471,18,,Aggregated,15.000000,0.000000,4,5,7,10,140,210,230,240,260,260,260,547,0,4,28.167899634371025,2.440199998090975,263.77230000070995,107.12979890310785
1787423472,15,,Aggregated,15.000000,0.000000,4,5,7,10,140,210,230,240,260,260,260,560,0,4,28.33395678567935,2.440199998090975,263.77230000070995,107.21428571428571
1787423473,15,,Aggregated,14.100000,0.000000,4,5,7,9,140,210,230,240,260,260,260,575,0,4,28.027039652174015,2.440199998090975,263.77230000070995,107.1791304347826
1787423474,15,,Aggregated,13.800000,0.000000,4,5,7,9,140,210,230,240,260,260,260,585,0,4,27.654580170953842,2.440199998090975,263.77230000070995,107.0905982905983
1787423475,15,,Aggregated,13.500000,0.000000,4,5,7,10,160,210,230,240,260,260,260,600,0,4,28.574808166667935,2.440199998090975,263.77230000070995,107.33
1787423477,15,,Aggregated,13.900000,0.000000,4,5,7,10,140,210,230,240,260,260,260,611,0,4,28.499439934524098,2.440199998090975,263.77230000070995,107.30114566284779
1787423478,15,,Aggregated,13.400000,0.000000,4,5,7,9,140,210,230,240,260,260,260,621,0,4,28.189911272142165,2.440199998090975,263.77230000070995,107.18196457326893
1787423479,15,,Aggregated,13.000000,0.000000,4,5,7,9,140,210,230,240,260,260,260,633,0,4,28.013364770929705,2.440199998090975,263.77230000070995,107.19747235387045
1787423480,15,,Aggregated,12.800000,0.000000,4,5,7,9,140,210,230,240,260,260,260,642,0,4,28.087285046724638,2.440199998090975,263.77230000070995,107.19003115264798
1787423481,15,,Aggregated,12.800000,0.000000,4,5,7,9,140,210,230,240,260,260,260,654,0,4,28.264432568786614,2.440199998090975,263.77230000070995,107.2874617737003
1787423482,15,,Aggregated,12.200000,0.000000,4,5,7,10,170,210,230,240,260,260,260,667,0,4,29.014206746603765,2.440199998090975,263.77230000070995,107.5232383808096
1787423483,12,,Aggregated,11.600000,0.000000,4,5,7,9,160,210,230,240,260,260,260,673,0,4,28.790913372951227,2.440199998090975,263.77230000070995,107.47399702823179
1787423484,9,,Aggregated,12.000000,0.000000,4,5,7,9,160,210,230,240,260,260,260,683,0,4,28.734185065856643,2.440199998090975,263.77230000070995,107.4787701317716
1787423485,7,,Aggregated,11.900000,0.000000,4,5,7,9,170,210,230,240,260,260,260,687,0,4,28.94927612805788,2.440199998090975,263.77230000070995,107.53129548762736
1787423486,7,,Aggregated,11.200000,0.000000,4,5,7,10,170,210,230,240,260,260,260,691,0,4,29.430684081001434,2.440199998090975,263.77230000070995,107.64688856729377
1787423487,7,,Aggregated,10.200000,0.000000,4,5,7,10,170,210,230,240,260,260,260,699,0,4,29.383142489235606,2.440199998090975,263.77230000070995,107.67238912732475
1787423488,7,,Aggregated,9.000000,0.000000,4,5,7,10,170,210,230,240,260,260,260,704,0,4,29.207352698821605,2.440199998090975,263.77230000070995,107.63210227272727
1787423489,7,,Aggregated,8.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,715,0,4,29.533282237720083,2.440199998090975,263.77230000070995,107.71748251748252
1787423490,7,,Aggregated,8.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,717,0,4,29.464921199403996,2.440199998090975,263.77230000070995,107.70153417015342
1787423491,7,,Aggregated,8.200000,0.000000,4,5,7,10,170,210,230,240,260,260,260,722,0,4,29.352356232649118,2.440199998090975,263.77230000070995,107.63296398891967
1787423492,7,,Aggregated,7.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,729,0,4,29.706614814787404,2.440199998090975,263.77230000070995,107.74759945130316
1787423493,7,,Aggregated,7.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,733,0,4,29.568891268729207,2.440199998090975,263.77230000070995,107.7162346521146
1787423494,7,,Aggregated,6.100000,0.000000,4,6,7,10,170,210,230,240,260,260,260,741,0,4,29.417851282015484,2.440199998090975,263.77230000070995,107.62618083670715
1787423495,7,,Aggregated,6.100000,0.000000,4,5,7,10,170,210,230,240,260,260,260,744,0,4,29.314798521461913,2.440199998090975,263.77230000070995,107.60349462365592
1787423496,7,,Aggregated,5.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,750,0,4,29.480453333293553,2.440199998090975,263.77230000070995,107.62666666666667
1787423497,7,,Aggregated,5.700000,0.000000,4,5,7,10,170,210,230,240,260,260,260,758,0,4,29.226619525032984,2.440199998090975,263.77230000070995,107.56728232189974
1787423498,7,,Aggregated,5.800000,0.000000,4,6,7,10,170,210,230,240,260,260,260,763,0,4,29.33675452159496,2.440199998090975,263.77230000070995,107.60681520314547
1787423499,7,,Aggregated,5.900000,0.000000,4,6,7,10,170,210,230,240,260,260,260,769,0,4,29.453886475902102,2.440199998090975,263.77230000070995,107.64499349804942
1787423500,7,,Aggregated,5.900000,0.000000,4,6,7,10,170,210,230,240,260,260,260,774,0,4,29.571800258359797,2.440199998090975,263.77230000070995,107.7015503875969
1787423501,7,,Aggregated,5.900000,0.000000,4,6,7,10,170,210,230,240,260,260,260,779,0,4,29.41579897299764,2.440199998090975,263.77230000070995,107.66495507060334
1787423502,7,,Aggregated,5.400000,0.000000,4,6,7,10,170,210,230,240,260,260,260,785,0,4,29.98176700630037,2.440199998090975,263.77230000070995,107.86624203821655
1787423503,7,,Aggregated,5.700000,0.000000,4,6,7,10,170,210,230,240,260,260,260,790,0,4,30.17765544296892,2.440199998090975,263.77230000070995,107.98101265822785
1787423504,7,,Aggregated,5.500000,0.000000,4,6,7,10,170,210,230,240,260,260,260,796,0,4,30.23958027631522,2.440199998090975,263.77230000070995,108.02638190954774
1787423505,7,,Aggregated,5.600000,0.000000,4,6,7,10,170,210,230,240,260,260,260,802,0,4,30.49527518698524,2.440199998090975,263.77230000070995,108.14962593516209
1787423506,7,,Aggregated,5.500000,0.000000,4,6,7,10,170,210,230,240,260,260,260,808,0,4,30.47945259896722,2.440199998090975,263.77230000070995,108.18069306930693
1787423507,7,,Aggregated,5.500000,0.000000,4,6,7,10,170,210,230,240,260,260,260,811,0,4,30.43952651043984,2.440199998090975,263.77230000070995,108.13193588162763
1787423508,7,,Aggregated,5.800000,0.000000,4,6,7,10,170,210,230,240,260,260,260,817,0,4,30.297599265566983,2.440199998090975,263.77230000070995,108.08690330477356
1787423509,7,,Aggregated,5.800000,0.000000,4,6,7,10,170,210,230,240,260,260,260,822,0,4,30.146691605815956,2.440199998090975,263.77230000070995,108.04987834549878
1787423510,7,,Aggregated,5.400000,0.000000,4,6,7,10,170,210,230,240,260,260,260,828,0,4,30.26053272942195,2.440199998090975,263.77230000070995,108.08091787439614
1787423511,7,,Aggregated,5.500000,0.000000,4,6,7,10,170,210,230,240,260,260,260,833,0,4,30.116490516156162,2.440199998090975,263.77230000070995,108.04441776710684
1787423512,6,,Aggregated,5.600000,0.000000,4,6,7,10,170,210,230,240,260,260,260,837,0,4,30.042804301025267,2.440199998090975,263.77230000070995,107.99044205495818
1787423513,5,,Aggregated,5.600000,0.000000,4,6,7,10,170,210,230,240,260,260,260,842,0,4,30.170766508267974,2.440199998090975,263.77230000070995,108.04038004750593
1787423514,4,,Aggregated,5.200000,0.000000,4,6,7,10,170,210,230,240,260,260,260,846,0,4,30.055923167805062,2.440199998090975,263.77230000070995,108.01182033096927
1787423515,3,,Aggregated,5.300000,0.000000,4,6,7,10,170,210,230,240,260,260,260,850,0,4,29.99909199995112,2.440199998090975,263.77230000070995,107.95882352941176
1787423516,2,,Aggregated,4.900000,0.000000,4,6,7,10,170,210,230,240,260,260,260,853,0,4,29.909873270752918,2.440199998090975,263.77230000070995,107.93786635404454
1787423517,1,,Aggregated,4.900000,0.000000,4,6,7,10,170,210,230,240,260,260,260,854,0,4,29.87924414513633,2.440199998090975,263.77230000070995,107.93091334894613
1787423518,0,,Aggregated,4.700000,0.000000,4,6,7,10,170,210,230,240,260,260,260,855,0,4,30.1119456139675,2.440199998090975,263.77230000070995,107.99766081871346
1787423519,0,,Aggregated,4.700000,0.000000,4,6,7,10,170,210,230,240,260,260,260,855,0,4,30.1119456139675,2.440199998090975,263.77230000070995,107.99766081871346
1787423520,0,,Aggregated,4.700000,0.000000,4,6,7,10,170,210,230,240,260,260,260,855,0,4,30.1119456139675,2.440199998090975,263.77230000070995,107.99766081871346
1787423521,0,,Aggregated,4.700000,0.000000,4,6,7,10,170,210,230,240,260,260,260,855,0,4,30.1119456139675,2.440199998090975,263.77230000070995,107.99766081871346
